reactions,Chemostat_vilu_011,Chemostat_heinmann_012,galactose_heinmann,Chemostat_heinmann_02,Chemostat_vilu_021,acetate_heinmann,Chemostat_vilu_031,Chemostat_heinmann_035,glucosamine_heinmann,Chemostat_vilu_04,pyruvate_heinmann,succinate_heinmann,glycerol_heinmann,fumarate_heinmann,Chemostat_vilu_049,pH6_heinmann,Chemostat_heinmann_05,anaerobic_heinmann,glucose_heinmann,42Cdeg_henimann,NaCl_50mM_heinmann
FRUK,556666666666667,50249321622857.2,70351616505964.9,74192229313030.3,536666666666667,39799938245000,513333333333333,86659632806111.1,123156930890115,566666666666667,42499987807936.5,83495766825833.3,151750365075652,92707490142222.2,456666666666667,72883073410322.6,114922820981538,124209718536552,99639692684166.7,132156947592381,109411136367857
MDH3,,35056535349523.8,62490207561403.5,50395804312121.2,,131944303796667,,135069819515833,600464497803448,,709239985111429,102807958020278,67197763048115.9,98953498922777.8,,595155738140430,51210097816666.7,333878940456092,347751500323542,372270109785238,409800886858571
MDH2,,35056535349523.8,62490207561403.5,50395804312121.2,,131944303796667,,135069819515833,600464497803448,,709239985111429,102807958020278,67197763048115.9,98953498922777.8,,595155738140430,51210097816666.7,333878940456092,347751500323542,372270109785238,409800886858571
OHPHM,1176666666666670,1112884974857780,1380328178913680,1421990577912120,1430000000000000,1793973218852220,1546666666666670,1517074709376940,1967855957562990,1493333333333330,1630884244270480,1935109920623330,1836142784791010,2112494809335560,1613333333333330,2124092313673330,1904010829963590,2059676965624140,2018352656314170,2123514483138100,1941991168648330
DMQMT,1176666666666670,1112884974857780,1380328178913680,1421990577912120,1430000000000000,1793973218852220,1546666666666670,1517074709376940,1967855957562990,1493333333333330,1630884244270480,1935109920623330,1836142784791010,2112494809335560,1613333333333330,2124092313673330,1904010829963590,2059676965624140,2018352656314170,2123514483138100,1941991168648330
GPDDA3pp,,1603971173243170,717677774080000,1068577765273330,,468720653227500,,827185887686389,581498167030805,,601396273647619,575154160374444,4636604336200870,587209269724445,,476993727209462,521707471303077,361425241052873,473125676441458,466457990156190,481190505188333
GPDDA2pp,,1603971173243170,717677774080000,1068577765273330,,468720653227500,,827185887686389,581498167030805,,601396273647619,575154160374444,4636604336200870,587209269724445,,476993727209462,521707471303077,361425241052873,473125676441458,466457990156190,481190505188333
GPDDA5pp,,1603971173243170,717677774080000,1068577765273330,,468720653227500,,827185887686389,581498167030805,,601396273647619,575154160374444,4636604336200870,587209269724445,,476993727209462,521707471303077,361425241052873,473125676441458,466457990156190,481190505188333
GPDDA4pp,,1603971173243170,717677774080000,1068577765273330,,468720653227500,,827185887686389,581498167030805,,601396273647619,575154160374444,4636604336200870,587209269724445,,476993727209462,521707471303077,361425241052873,473125676441458,466457990156190,481190505188333
GPDDA1pp,,1603971173243170,717677774080000,1068577765273330,,468720653227500,,827185887686389,581498167030805,,601396273647619,575154160374444,4636604336200870,587209269724445,,476993727209462,521707471303077,361425241052873,473125676441458,466457990156190,481190505188333
UDPKAAT,1450000000000000,46760985589841.3,71734688746666.7,493447228207576,,88353714466944.4,,112620380941389,61080581745977,,99514302687619.1,66743796706666.7,134075028213623,151368580347500,,264272865940645,35599634376410.3,64807375716551.7,170452679761875,141857763830476,70595719538809.5
UDPKAAT_reverse,1450000000000000,46760985589841.3,71734688746666.7,493447228207576,,88353714466944.4,,112620380941389,61080581745977,,99514302687619.1,66743796706666.7,134075028213623,151368580347500,,264272865940645,35599634376410.3,64807375716551.7,170452679761875,141857763830476,70595719538809.5
UPLA4FNT,243333333333333,,,,340000000000000,,,,,210000000000000,,,,,196666666666667,,,,,,
ULA4NFT,410000000000000,,,,,,,,,,,,,,,,,,,,
UDPGDC,410000000000000,,,,,,,,,,,,,,,,,,,,
SUCBZS,,28599983625396.8,71638810538596.5,105030465562121,,51500895630277.8,,89226975760833.3,114254174970575,,93752161473968.2,52895373447222.2,100576539332174,164332015163333,,64583675457849.5,86177220378461.6,214963110209885,90629218924583.3,163337457706429,75955617878333.3
DHNCOAS,2930000000000000,814750069504762,1195629274307020,818670673478182,2666666666666670,1287690839386110,2966666666666670,959030814115556,1080616748838850,3053333333333330,1194556587792060,1045483503886940,1235229718855360,840278983312500,3196666666666670,1271949949463230,1141634260730510,859340339136092,1356034708828750,1184208513134760,1521972445357140
SEPHCHCS,,,,51399724489393.9,,,,,,,5476103753968.25,,4002639512173.91,5254188603333.33,,2773218619784.95,2687505910512.82,2683106846666.67,3215901551041.67,15129564914523.8,3462736806428.57
ICHORS,,,,,,,,,,,,,13523627405217.4,,,,,,2568603189375,,
ICHORS_reverse,,,,,,,,,,,,,13523627405217.4,,,,,,2568603189375,,
PTA2,5870000000000000,950527710480953,1546489413574040,1091726281941520,5123333333333330,1681364914688610,4303333333333330,1113418564400000,2950068724051490,3146666666666670,3747682288877460,2272757299373610,2617136632042320,2363977014240280,2746666666666670,2609597999105810,1461512104335130,1166656086812640,2573738474491460,2633443639672620,2591180978132620
DHPTPE_reverse,2313333333333330,2509816009996190,2465809187456490,2314672096238180,2800000000000000,2405065590068330,2656666666666670,3051108952128610,2689428591967360,2830000000000000,2124063862772700,2416032072660830,2699703705777680,2563669657095280,2976666666666670,3054927126809250,2586502019216670,3250054946401840,3180268579702920,3139381325283570,3020073153344760
DHPTPE,2313333333333330,2509816009996190,2465809187456490,2314672096238180,2800000000000000,2405065590068330,2656666666666670,3051108952128610,2689428591967360,2830000000000000,2124063862772700,2416032072660830,2699703705777680,2563669657095280,2976666666666670,3054927126809250,2586502019216670,3250054946401840,3180268579702920,3139381325283570,3020073153344760
GLUPRT,586666666666667,96950204305396.9,150137955619298,134109968686667,453333333333333,120479257422222,650000000000000,168441531031667,548932420172874,1086666666666670,363520416088254,339751644975000,351133534088985,359035032735833,1043333333333330,472030179495054,208724819702308,200827473192184,974958071867083,780070550508333,890874838675714
DHFS,,6068720060317.46,31010928942807,13234294673636.4,,24597507429166.7,,18557640283055.6,150452373652874,,40677808463174.6,118673143070556,218203173129565,212842777707500,,188130319340645,40689652608205.1,52060284974023,225339829918750,209853375188571,222891898018810
PERD,2480000000000000,294413784607302,557778714421754,300460978953030,2243333333333330,526483820808056,2296666666666670,339629741081111,842653106015402,2043333333333330,529407427982540,831575932412500,1153527677515360,819746630416667,1903333333333330,1119124240813980,573640020322820,479278103420920,1219407899241250,1214873172340000,1034939963093570
PERD_reverse,2480000000000000,294413784607302,557778714421754,300460978953030,2243333333333330,526483820808056,2296666666666670,339629741081111,842653106015402,2043333333333330,529407427982540,831575932412500,1153527677515360,819746630416667,1903333333333330,1119124240813980,573640020322820,479278103420920,1219407899241250,1214873172340000,1034939963093570
OPMEACPS,17843333333333300,27312133253917800,27931740204266700,25844057194893600,14593333333333300,24890209961138100,9850000000000000,22912160063805000,25072512767983700,8670000000000000,26836586391907600,29490904980400600,27591142828399700,28972225256325300,7496666666666670,26457097597168000,26032908606054600,26251374793157200,25372414980582100,25659884780098300,25608682056447900
3OAS121,17843333333333300,27312133253917800,27931740204266700,25844057194893600,14593333333333300,24890209961138100,9850000000000000,22912160063805000,25072512767983700,8670000000000000,26836586391907600,29490904980400600,27591142828399700,28972225256325300,7496666666666670,26457097597168000,26032908606054600,26251374793157200,25372414980582100,25659884780098300,25608682056447900
MACPD,17843333333333300,27312133253917800,27931740204266700,25844057194893600,14593333333333300,24890209961138100,9850000000000000,22912160063805000,25072512767983700,8670000000000000,26836586391907600,29490904980400600,27591142828399700,28972225256325300,7496666666666670,26457097597168000,26032908606054600,26251374793157200,25372414980582100,25659884780098300,25608682056447900
3OAS141,17843333333333300,27312133253917800,27931740204266700,25844057194893600,14593333333333300,24890209961138100,9850000000000000,22912160063805000,25072512767983700,8670000000000000,26836586391907600,29490904980400600,27591142828399700,28972225256325300,7496666666666670,26457097597168000,26032908606054600,26251374793157200,25372414980582100,25659884780098300,25608682056447900
3OAS161,17843333333333300,27312133253917800,27931740204266700,25844057194893600,14593333333333300,24890209961138100,9850000000000000,22912160063805000,25072512767983700,8670000000000000,26836586391907600,29490904980400600,27591142828399700,28972225256325300,7496666666666670,26457097597168000,26032908606054600,26251374793157200,25372414980582100,25659884780098300,25608682056447900
CHORS,1366666666666670,1285501224346980,1606848388080700,1425323651578790,1363333333333330,1506387458453060,1580000000000000,1183492404069440,1856346465917700,913333333333333,1753547269498100,1971162673404440,1815726586866380,1828350557975560,1386666666666670,2121519873917850,2091035809997690,2027654675844370,2048016081570000,2140943279673100,2005511825148570
HDCEAtexi,393333333333333,152260413649841,277276333200000,44634229242424.2,263333333333333,129919403589167,140000000000000,30028090701666.7,43782321173793.1,63333333333333.4,67975645989841.3,44953934812777.8,68116003331304.3,36470381251666.7,23333333333333.3,88974424695268.8,66316981220000,42944079649885.1,48779656361458.3,78893043760476.2,34389249552619.1
HDCAtexi,393333333333333,152260413649841,277276333200000,44634229242424.2,263333333333333,129919403589167,140000000000000,30028090701666.7,43782321173793.1,63333333333333.4,67975645989841.3,44953934812777.8,68116003331304.3,36470381251666.7,23333333333333.3,88974424695268.8,66316981220000,42944079649885.1,48779656361458.3,78893043760476.2,34389249552619.1
OCDCEAtexi,393333333333333,152260413649841,277276333200000,44634229242424.2,263333333333333,129919403589167,140000000000000,30028090701666.7,43782321173793.1,63333333333333.4,67975645989841.3,44953934812777.8,68116003331304.3,36470381251666.7,23333333333333.3,88974424695268.8,66316981220000,42944079649885.1,48779656361458.3,78893043760476.2,34389249552619.1
TTDCEAtexi,393333333333333,152260413649841,277276333200000,44634229242424.2,263333333333333,129919403589167,140000000000000,30028090701666.7,43782321173793.1,63333333333333.4,67975645989841.3,44953934812777.8,68116003331304.3,36470381251666.7,23333333333333.3,88974424695268.8,66316981220000,42944079649885.1,48779656361458.3,78893043760476.2,34389249552619.1
DDCAtexi,393333333333333,152260413649841,277276333200000,44634229242424.2,263333333333333,129919403589167,140000000000000,30028090701666.7,43782321173793.1,63333333333333.4,67975645989841.3,44953934812777.8,68116003331304.3,36470381251666.7,23333333333333.3,88974424695268.8,66316981220000,42944079649885.1,48779656361458.3,78893043760476.2,34389249552619.1
OCDCAtexi,393333333333333,152260413649841,277276333200000,44634229242424.2,263333333333333,129919403589167,140000000000000,30028090701666.7,43782321173793.1,63333333333333.4,67975645989841.3,44953934812777.8,68116003331304.3,36470381251666.7,23333333333333.3,88974424695268.8,66316981220000,42944079649885.1,48779656361458.3,78893043760476.2,34389249552619.1
TTDCAtexi,393333333333333,152260413649841,277276333200000,44634229242424.2,263333333333333,129919403589167,140000000000000,30028090701666.7,43782321173793.1,63333333333333.4,67975645989841.3,44953934812777.8,68116003331304.3,36470381251666.7,23333333333333.3,88974424695268.8,66316981220000,42944079649885.1,48779656361458.3,78893043760476.2,34389249552619.1
SERD_D,,311106791254921,218717037297895,261588977316667,,185987103398333,,157390966216111,262391196242299,,166734750759683,212606555848333,268062622060870,193330905744444,,304854432069677,241385402922051,304627863760919,299713944078333,370214511532381,306173421142857
HEX1,4240000000000000,335869177809206,342797598787368,452439848165455,4110000000000000,363024016690833,3456666666666670,400689046634722,481142240920690,3140000000000000,316231490023492,390073857438056,729294509706087,670563658975833,1953333333333330,266989564870968,269146635630000,127742631765287,492038775018333,398015763788095,416781604285238
